d_k,scaled,mean_entropy,mean_peak_weight
4,False,1.2889500856399536,0.5284292697906494
4,True,1.7484345436096191,0.3434649705886841
16,False,0.6736032962799072,0.7448076605796814
16,True,1.729907512664795,0.35619983077049255
64,False,0.3257431387901306,0.870568573474884
64,True,1.7200342416763306,0.3609277904033661
256,False,0.15342997014522552,0.9361515045166016
256,True,1.7253531217575073,0.3599622845649719
